ROI backgr, sum

Spectrum                             Na       Mg       Al       Si        S        K       Ca       Ti        Fe        Sr        Rh
SRM_1831_300s_20x20det_1_16_15    -2111    -2627    -3034    -3117    -3635    -5776    -6296    -8981    -33830    -85986    -39697
SRM_1831_300s_20x20det_1_16_16    -2097    -2624    -3040    -3127    -3596    -5892    -6435    -8889    -33890    -86137    -39637
SRM_1831_300s_20x20det_1_16_17    -2146    -2647    -2999    -2987    -3446    -5892    -6442    -8672    -33478    -86318    -39848
SRM_1831_300s_20x20det_1_16_18    -2103    -2639    -3078    -3191    -3622    -5856    -6458    -8753    -33795    -85919    -39934
SRM_1831_300s_20x20det_1_16_19    -2125    -2645    -3052    -3128    -3674    -5800    -6297    -8973    -33704    -86484    -39169
SRM_1831_300s_20x20det_1_16_2     -2105    -2616    -3007    -3071    -3586    -5844    -6377    -8821    -33586    -85538    -39979
SRM_1831_300s_20x20det_1_16_3     -2160    -2690    -3109    -3198    -3716    -5725    -6232    -8712    -32932    -85875    -39751
SRM_1831_300s_20x20det_1_16_4     -2124    -2657    -3093    -3208    -3714    -5915    -6459    -8671    -33618    -86492    -39659
SRM_1831_300s_20x20det_1_16_5     -2122    -2667    -3121    -3261    -3851    -5965    -6545    -8795    -33628    -85888    -40077
SRM_1831_300s_20x20det_1_16_6     -2121    -2649    -3068    -3156    -3725    -5838    -6381    -8586    -33233    -85811    -39754
SRM_1831_300s_20x20det_1_16_7     -2079    -2587    -2976    -3033    -3573    -5787    -6321    -8831    -33152    -86050    -39051
SRM_1831_300s_20x20det_1_16_8     -2082    -2599    -3012    -3114    -3622    -5764    -6298    -8919    -32431    -86110    -39584
SRM_1831_300s_20x20det_1_16_9     -2142    -2669    -3077    -3142    -3670    -5704    -6158    -8498    -33383    -85939    -38891
SRM_1831_300s_20x20det_1_17_0     -2201    -2734    -3150    -3232    -3698    -5842    -6352    -8802    -33389    -86377    -41666
SRM_1831_300s_20x20det_1_17_1     -2137    -2663    -3073    -3144    -3702    -5921    -6505    -8959    -33167    -86651    -40575
SRM_1831_300s_20x20det_1_17_10    -2143    -2675    -3097    -3194    -3739    -5864    -6378    -8660    -33047    -86081    -39980
SRM_1831_300s_20x20det_1_17_11    -2132    -2667    -3096    -3195    -3625    -5877    -6469    -8782    -33432    -86115    -39161
SRM_1831_300s_20x20det_1_17_12    -2117    -2622    -3004    -3055    -3507    -5841    -6388    -8803    -33072    -86346    -39089
SRM_1831_300s_20x20det_1_17_13    -2129    -2662    -3096    -3212    -3751    -5924    -6472    -8834    -33816    -85778    -39950
SRM_1831_300s_20x20det_1_17_14    -2166    -2706    -3139    -3244    -3745    -5827    -6332    -8929    -33176    -86562    -39746
SRM_1831_300s_20x20det_1_17_15    -2067    -2585    -3000    -3103    -3646    -5847    -6410    -9094    -33201    -86342    -38485
SRM_1831_300s_20x20det_1_17_16    -2082    -2579    -2949    -2988    -3465    -5839    -6382    -8802    -33749    -85998    -39594
SRM_1831_300s_20x20det_1_17_17    -2131    -2658    -3069    -3147    -3686    -5871    -6347    -8944    -33267    -85969    -39699
SRM_1831_300s_20x20det_1_17_18    -2124    -2649    -3063    -3149    -3687    -5733    -6174    -8763    -33283    -85734    -39417
SRM_1831_300s_20x20det_1_17_19    -2078    -2585    -2977    -3044    -3553    -5855    -6451    -8737    -32587    -86014    -39911
SRM_1831_300s_20x20det_1_17_2     -2106    -2641    -3074    -3187    -3781    -5904    -6417    -9110    -33795    -86092    -40368
SRM_1831_300s_20x20det_1_17_3     -2096    -2605    -3003    -3078    -3607    -5888    -6402    -8797    -33619    -86364    -40520
SRM_1831_300s_20x20det_1_17_4     -2094    -2619    -3040    -3141    -3676    -5898    -6475    -8623    -33112    -85919    -40027
SRM_1831_300s_20x20det_1_17_5     -2096    -2603    -2997    -3070    -3592    -5782    -6338    -9040    -33044    -86458    -40070
SRM_1831_300s_20x20det_1_17_6     -2112    -2635    -3051    -3145    -3667    -5813    -6328    -8767    -33009    -86436    -39419
SRM_1831_300s_20x20det_1_17_7     -2106    -2627    -3042    -3140    -3687    -5893    -6430    -8685    -33875    -86165    -39334
SRM_1831_300s_20x20det_1_17_8     -2087    -2608    -3016    -3093    -3661    -5935    -6475    -8776    -33674    -86060    -39228
SRM_1831_300s_20x20det_1_17_9     -2111    -2636    -3058    -3163    -3690    -5747    -6254    -8494    -33498    -86504    -39335
SRM_1831_300s_20x20det_1_18_0     -2164    -2701    -3134    -3240    -3765    -6016    -6604    -8968    -33609    -86218    -41317
SRM_1831_300s_20x20det_1_18_1     -2128    -2666    -3110    -3244    -3816    -5827    -6332    -9018    -33372    -86193    -40811
SRM_1831_300s_20x20det_1_18_10    -2131    -2661    -3083    -3176    -3710    -5824    -6360    -8844    -33440    -86281    -39502
SRM_1831_300s_20x20det_1_18_11    -2080    -2573    -2941    -2976    -3419    -5795    -6347    -8913    -33543    -85998    -39985
SRM_1831_300s_20x20det_1_18_12    -2112    -2637    -3058    -3159    -3691    -5748    -6244    -8721    -33624    -86279    -39610
SRM_1831_300s_20x20det_1_18_13    -2105    -2625    -3039    -3131    -3641    -5865    -6416    -8488    -33405    -85652    -40201
SRM_1831_300s_20x20det_1_18_14    -2150    -2672    -3078    -3152    -3634    -5835    -6369    -8859    -33302    -86251    -39276
SRM_1831_300s_20x20det_1_18_15    -2123    -2635    -3029    -3092    -3584    -5818    -6357    -8947    -33908    -86027    -39454
SRM_1831_300s_20x20det_1_18_16    -2112    -2636    -3048    -3132    -3661    -5930    -6520    -8659    -33220    -86357    -39576
SRM_1831_300s_20x20det_1_18_17    -2077    -2593    -2993    -3062    -3592    -5854    -6403    -8544    -33072    -86216    -39552
SRM_1831_300s_20x20det_1_18_18    -2136    -2657    -3072    -3165    -3659    -5876    -6431    -8888    -33392    -86228    -39606
SRM_1831_300s_20x20det_1_18_19    -2092    -2583    -2956    -3005    -3498    -5640    -6103    -8607    -33164    -86367    -39510
SRM_1831_300s_20x20det_1_18_2     -2145    -2662    -3057    -3114    -3545    -5724    -6225    -8601    -33421    -86114    -40128
SRM_1831_300s_20x20det_1_18_3     -2201    -2764    -3236    -3385    -3969    -5825    -6241    -8643    -32941    -85848    -40167
SRM_1831_300s_20x20det_1_18_4     -2059    -2569    -2967    -3045    -3592    -5819    -6298    -8859    -33299    -86143    -39340
SRM_1831_300s_20x20det_1_18_5     -2113    -2637    -3053    -3147    -3688    -5837    -6365    -8549    -33979    -86210    -39752
SRM_1831_300s_20x20det_1_18_6     -2135    -2668    -3096    -3196    -3806    -5941    -6427    -8774    -33566    -86036    -39331
SRM_1831_300s_20x20det_1_18_7     -2107    -2619    -3015    -3085    -3586    -5811    -6392    -9144    -33165    -85795    -39542
SRM_1831_300s_20x20det_1_18_8     -2104    -2624    -3034    -3113    -3633    -5744    -6245    -8595    -33158    -86038    -39571
SRM_1831_300s_20x20det_1_18_9     -2106    -2609    -2987    -3034    -3547    -5840    -6341    -8791    -32996    -86029    -39771
SRM_1831_300s_20x20det_1_19_0     -2151    -2685    -3113    -3218    -3730    -5923    -6485    -8851    -33453    -85817    -41300
SRM_1831_300s_20x20det_1_19_1     -2107    -2610    -2983    -3019    -3447    -5852    -6424    -8695    -33697    -86109    -40607
SRM_1831_300s_20x20det_1_19_10    -2130    -2657    -3075    -3165    -3618    -5852    -6404    -8947    -33671    -86360    -40035
SRM_1831_300s_20x20det_1_19_11    -2148    -2674    -3085    -3169    -3682    -5816    -6274    -8726    -33482    -86546    -40161
SRM_1831_300s_20x20det_1_19_12    -2108    -2618    -3009    -3068    -3586    -5807    -6395    -9042    -33349    -86230    -39783
SRM_1831_300s_20x20det_1_19_13    -2102    -2634    -3075    -3209    -3726    -5692    -6116    -8294    -33332    -86083    -39779
SRM_1831_300s_20x20det_1_19_14    -2106    -2634    -3054    -3145    -3611    -5876    -6432    -8846    -32546    -86221    -40133
SRM_1831_300s_20x20det_1_19_15    -2136    -2657    -3058    -3120    -3632    -5767    -6183    -8894    -33148    -86018    -39790
SRM_1831_300s_20x20det_1_19_16    -2103    -2612    -3001    -3061    -3573    -5830    -6408    -8850    -33313    -85896    -39674
SRM_1831_300s_20x20det_1_19_17    -2090    -2603    -3010    -3097    -3649    -5784    -6276    -8895    -33295    -85999    -39634
