Net counts

Spectrum                              Na    Mg    Al      Si     S    Cl      K      Ca    Ti     V    Mn     Fe    Ni    Zn    Rb    Sr    Zr     Rh    Cd
SRM_1831_300s_20x20det_1_7_1.spx   10094 11952 15530 1677112 10181     0  52954 1857849  6698   616  2880 120179  2146 14749  7282 35396 11123 131849     0
SRM_1831_300s_20x20det_1_7_10.spx  10446 11775 15609 1674451 10042     0  52644 1856134  6631   627  2743 120328  2340 14499  6647 35182 11106 130821     0
SRM_1831_300s_20x20det_1_7_11.spx  10055 11678 15517 1675210 10105     0  51469 1859992  7157   272  2493 120242  2489 15147  6428 34224 11359 131693     0
SRM_1831_300s_20x20det_1_7_12.spx  10396 11646 15877 1676330 10102   303  48924 1860182  6372   619  2346 119853  2077 14621  6881 35397 11081 131162     0
SRM_1831_300s_20x20det_1_7_13.spx  10100 11368 15886 1674009  9923     0  48938 1856613  6371   400  2316 120736  2141 15034  6746 35387 10946 130248     0
SRM_1831_300s_20x20det_1_7_14.spx  10103 11812 15915 1675080  9750     0  49963 1857839  6534   819  2610 120257  1658 14380  6359 36544 10977 130545     0
SRM_1831_300s_20x20det_1_7_15.spx  10065 11421 15753 1672838  9907     0  46361 1857246  6776   568  2377 120426  1740 13893  6549 35804 12037 130533     0
SRM_1831_300s_20x20det_1_7_16.spx  10173 11476 15796 1674882 10169     0  50291 1856283  6346   719  2905 120278  2635 14272  6635 35282 12062 129568     0
SRM_1831_300s_20x20det_1_7_17.spx  10190 11388 15783 1668868 10406    34  52848 1851167  6703   491  2773 119909  2370 14399  6766 35217 11535 129545     0
SRM_1831_300s_20x20det_1_7_18.spx  10241 11724 15992 1675572  9852   200  53343 1857579  6638   500  2696 120240  2842 14919  6968 35574 11922 132360     0
SRM_1831_300s_20x20det_1_7_19.spx  10210 11570 15448 1676552  9748   274  48195 1860394  6096   503  2314 119924  1580 15643  7052 34894 10833 131229     0
SRM_1831_300s_20x20det_1_7_2.spx   10351 11371 15874 1674174 10135     0  49473 1858034  6380   792  2670 119533  1456 14688  6435 35394 11653 130762     0
SRM_1831_300s_20x20det_1_7_3.spx    9986 11928 15942 1675516  9944    30  45272 1857627  6665   378  2411 119343  2076 14377  7473 35660 11146 131020     0
SRM_1831_300s_20x20det_1_7_4.spx   10024 11539 15582 1676537  9904   244  50190 1856756  6821   231  2296 120379  2153 14153  6929 35176 11771 131208     0
SRM_1831_300s_20x20det_1_7_5.spx   10298 11563 16084 1676354 10119     0  47712 1860286  6470   535  2408 120089  1494 14376  6891 36958 11511 130051     0
SRM_1831_300s_20x20det_1_7_6.spx   10097 11861 15694 1673471 10299   383  47481 1854093  6805   608  2677 119728  2098 14214  6718 35595 11194 130150     0
SRM_1831_300s_20x20det_1_7_7.spx   10263 11442 15724 1672569  9889    20  53509 1855464  6386   432  1751 118676  1908 14455  6524 35610 11821 130018     0
SRM_1831_300s_20x20det_1_7_8.spx   10043 11309 15759 1678364 10073    47  48254 1856699  6334   667  2847 121106  2454 14355  6849 35863 11284 130503     0
SRM_1831_300s_20x20det_1_7_9.spx   10421 11678 15963 1677373  9622     0  46941 1859416  6815   559  2824 120883  2328 14793  7703 36363 11627 130600     0
SRM_1831_300s_20x20det_1_8_0.spx   10197 11451 15810 1674893 10285   116  52888 1858604  6800   246  2233 119659  1599 14809  6341 35437 11214 131271     0
SRM_1831_300s_20x20det_1_8_1.spx   10312 11818 16048 1673353 10015     0  53195 1858116  6472   282  2701 120335  2002 14632  7063 36863 10883 130516     0
SRM_1831_300s_20x20det_1_8_10.spx  10413 11649 15938 1674683  9818    47  47589 1858718  6915   429  2686 120209  2257 14761  6562 35421 10743 130567     0
SRM_1831_300s_20x20det_1_8_11.spx  10195 11510 16128 1676027 10088     0  47934 1858884  6344   420  1729 119874  2385 14722  6625 35900 11271 130904     0
SRM_1831_300s_20x20det_1_8_12.spx  10628 11466 15771 1674320  9966     8  49851 1855376  6541   889  2563 119580  1935 14394  6758 35053 11780 130700     0
SRM_1831_300s_20x20det_1_8_13.spx  10376 11732 15818 1675793 10028     0  49758 1858406  6330   582  2375 120461  2194 14643  6771 35581 11447 131243     0
SRM_1831_300s_20x20det_1_8_14.spx  10199 11703 15959 1675789 10028   328  53356 1858442  6523   573  2741 119695  1445 14370  6993 35817 10946 130329     0
SRM_1831_300s_20x20det_1_8_15.spx  10681 11648 15500 1674064 10189     0  49291 1857973  6547   431  2465 120412  1997 15089  7491 35450 11452 130845     0
SRM_1831_300s_20x20det_1_8_16.spx  10261 11428 15933 1673337 10321   252  47850 1853967  6987   422  2222 120115  1597 14519  6925 36504 11280 129807     0
SRM_1831_300s_20x20det_1_8_17.spx  10260 11406 15770 1669111  9784     0  51115 1854577  6843   510  2272 119980  1744 14695  7754 35832 10783 129862     0
SRM_1831_300s_20x20det_1_8_18.spx  10275 11416 16017 1673044 10156     0  46994 1857135  6770   581  2706 119274  1633 15336  6704 36007 12346 129912     0
SRM_1831_300s_20x20det_1_8_19.spx  10058 11552 15936 1672998  9700   129  50640 1854915  6751   532  2658 119207  1588 15223  6517 35850 11363 130595     0
SRM_1831_300s_20x20det_1_8_2.spx   10317 11507 15860 1673845  9895     0  46099 1857163  6650   249  2011 119346  2067 14398  6851 35763 11019 130165     0
SRM_1831_300s_20x20det_1_8_3.spx   10092 11519 15440 1674389  9966     0  40758 1855525  6377   558  2419 121002  2679 14141  7397 35139 11060 129425     0
SRM_1831_300s_20x20det_1_8_4.spx   10047 11506 15932 1676983 10251   353  50257 1857766  6396   313  2730 119664  2843 15380  7516 34619 11203 130043     0
SRM_1831_300s_20x20det_1_8_5.spx   10184 11656 15741 1677876  9832     0  46326 1861297  6548   350  2178 120410  2650 14909  7216 35757 11276 131018     0
SRM_1831_300s_20x20det_1_8_6.spx   10482 11595 15940 1677363 10400     0  52895 1860220  6548   503  2212 119840  2611 14502  6545 35697 10658 131371     0
SRM_1831_300s_20x20det_1_8_7.spx   10117 11573 15788 1676167  9801     0  53424 1857173  6420   248  2405 119095  2193 14703  6828 35628 11345 130452     0
SRM_1831_300s_20x20det_1_8_8.spx   10193 11515 15580 1677146 10017     0  44796 1855621  6201   321  2059 119550  1811 14639  7429 35791 10947 131152     0
SRM_1831_300s_20x20det_1_8_9.spx   10043 11343 15918 1678229  9932     0  47341 1860948  6976   350  2556 120549  2560 14321  6647 35594 10578 131129     0
SRM_1831_300s_20x20det_1_9_0.spx   10266 11646 15932 1678178 10182    79  50829 1860309  6775   876  2661 120775  3171 14462  6127 35787 11472 131792     0
SRM_1831_300s_20x20det_1_9_1.spx   10458 11832 16053 1673506 10111    40  48054 1858894  6526   473  2684 120207  2086 14273  6993 35844 10833 131375     0
SRM_1831_300s_20x20det_1_9_10.spx  10219 11753 15961 1674051 10077     0  47026 1857569  6641   510  2455 120408  1895 13904  7062 35675 11322 131118     0
SRM_1831_300s_20x20det_1_9_11.spx  10176 11468 15882 1676576  9987     0  49602 1856966  6810   876  2972 119953  2010 14360  7240 35441 11391 130555     0
SRM_1831_300s_20x20det_1_9_12.spx  10521 11876 16055 1676652 10205     0  56074 1856515  6386   459  2186 119480  3044 15588  6658 35271 11312 130303     0
SRM_1831_300s_20x20det_1_9_13.spx  10182 11563 15787 1671960 10115     0  52051 1855597  6389   781  2679 120136  1537 14581  7439 36278 11537 130624     0
SRM_1831_300s_20x20det_1_9_14.spx  10259 11623 15915 1672886 10030     0  49507 1856622  6304   244  1907 119561  1843 14993  6835 35174 11254 129545     0
SRM_1831_300s_20x20det_1_9_15.spx  10187 11569 15524 1672724 10023     0  48030 1851525  6902   433  2439 120071  2316 15198  7233 35238 11659 130089     0
SRM_1831_300s_20x20det_1_9_16.spx  10103 11602 15431 1675445 10042    42  45274 1859747  7008   711  2890 121171  2693 14268  7323 36142 12256 131252     0
SRM_1831_300s_20x20det_1_9_17.spx   9770 10853 14936 1631746  9820     0  49639 1847491  6350   671  2662 120962  2382 14959  6644 35188 11718 130371     0
SRM_1831_300s_20x20det_1_9_18.spx  10304 11795 16017 1675740 10053     0  47438 1857017  6889   601  2371 119601  1548 14209  6717 35087 11634 130735     0
SRM_1831_300s_20x20det_1_9_19.spx  10271 11550 15406 1676817  9924   157  49203 1856001  6372   316  2186 119945  2560 15394  7388 35466 11452 130593     0
SRM_1831_300s_20x20det_1_9_2.spx   10177 11635 16055 1673715 10010     0  53518 1856589  6619   574  2803 119896  2660 14918  6353 35496 11027 131242     0
SRM_1831_300s_20x20det_1_9_3.spx   10267 11623 15862 1677339  9879    77  50767 1861009  6883   583  2703 120359  2526 14783  6338 36092 10457 130619     0
SRM_1831_300s_20x20det_1_9_4.spx   10280 11477 15907 1677473 10084     0  46851 1855076  6774   668  2750 119858  1942 14245  6433 35035 11530 131009     0
SRM_1831_300s_20x20det_1_9_5.spx   10023 11545 15784 1674299  9926     8  53530 1856911  6672   349  2286 119261  1879 13409  6538 35474 11487 131123     0
SRM_1831_300s_20x20det_1_9_6.spx   10142 11611 15730 1677796  9984     0  51832 1859565  6385   807  2812 119468  1900 15009  6628 35700 11949 130870     0
SRM_1831_300s_20x20det_1_9_7.spx   10269 11553 15834 1672750 10404     0  49957 1856276  6850   638  2387 120827  2070 14918  7111 36630 11890 130291     0
SRM_1831_300s_20x20det_1_9_8.spx   10140 11451 15803 1676104  9866     0  51343 1857430  6703   402  2042 119873  2544 14617  7528 35314 11049 131483     0
SRM_1831_300s_20x20det_1_9_9.spx   10321 11580 15940 1671763  9729    18  49758 1857640  6663   503  2613 119654  2635 14790  6595 35193 11165 131350     0
SRM_1831_300s_20x20det_2_0_0.spx   10622 12378 17454 1828992  9831  1907 296186 2021591  7333   736  2709 130168  3398 16338  7190 38865 11779 136817     0
SRM_1831_300s_20x20det_2_0_1.spx   10985 12307 17516 1826114 10131  2144 298621 2021110  7510   811  3219 131382  3105 15886  7908 37824 12760 137616     0
SRM_1831_300s_20x20det_2_0_10.spx  11001 12349 17420 1832334 10477  2448 292367 2031150  7309   912  2922 131972  1975 15372  8175 39910 12100 138739     0
SRM_1831_300s_20x20det_2_0_11.spx  10848 12428 17317 1833054 10214  2208 293671 2033001  7415   768  3023 131454  1809 15176  9012 38970 13957 138027     0
SRM_1831_300s_20x20det_2_0_12.spx  10761 12226 17370 1834230 10296  2053 291857 2035966  7212   874  2553 132402  2593 15623  7592 39006 12628 139432     0
SRM_1831_300s_20x20det_2_0_13.spx  10612 12092 17367 1833028  9862  1947 296072 2031542  7149   641  2069 131266  2139 15624  7171 38823 12835 139601     0
SRM_1831_300s_20x20det_2_0_14.spx  10822 12281 17560 1833778 10071  2262 292526 2034110  7052   880  2751 132365  2210 15814  7620 38409 11784 139011     0
SRM_1831_300s_20x20det_2_0_15.spx  10842 12501 17494 1828898 10400  2415 294316 2030492  6873   525  3093 132895  1739 15098  8402 38434 12973 139525     0
SRM_1831_300s_20x20det_2_0_16.spx  11056 12415 17861 1832419 10238  2220 293217 2031093  7143   449  2301 131348  1561 16127  8209 39610 12251 138010     0
SRM_1831_300s_20x20det_2_0_17.spx  10839 12523 17662 1832685 10344  2049 286044 2028733  7624   757  2611 131700  2541 16549  7568 38636 12903 138411     0
SRM_1831_300s_20x20det_2_0_18.spx  11005 12482 17929 1830229 10552  2477 293523 2030298  7077   401  2932 131295  2934 15880  8934 38805 12693 138037     0
SRM_1831_300s_20x20det_2_0_19.spx  10974 12454 17518 1834575 10191  2123 292453 2031203  7366   465  2660 131092  2314 15509  7863 38599 12424 138329     0
SRM_1831_300s_20x20det_2_0_2.spx    1970  2172  3064  331788  1788   229  51739  367411  1172     0   233  23390   178  2376  1117  6932  1975  24612     0
SRM_1831_300s_20x20det_2_0_3.spx   10886 12185 17586 1829330 10281  2265 293913 2023042  7112   355  2483 131098  2638 16003  7499 38490 12939 139057     0
SRM_1831_300s_20x20det_2_0_4.spx   10985 12240 17644 1830934 10276  2346 303931 2029026  7593   717  2454 130852  2500 15862  7917 39259 13616 138615     0
SRM_1831_300s_20x20det_2_0_5.spx   10825 12495 17335 1829183 10421  2289 288644 2028661  7431   320  2767 132931  2152 15460  8173 38643 12778 137979     0
SRM_1831_300s_20x20det_2_0_6.spx   10804 12301 18036 1837606 10104  1942 294194 2036201  7346   896  2731 132368  1938 15828  8051 38585 13961 138629     0
SRM_1831_300s_20x20det_2_0_7.spx   10704 12293 17529 1835375 10133  2190 293127 2035196  7486   595  2709 131338  2508 16000  9102 39101 12634 139870     0
SRM_1831_300s_20x20det_2_0_8.spx   11060 12518 17717 1834533 10398  2247 303057 2032575  7045   551  2603 131326  2549 17192  7767 38809 12945 138688     0
SRM_1831_300s_20x20det_2_0_9.spx   10504 11973 17052 1786485 10131  3814 294575 2026751  7563   823  2835 131833  2323 16820  8207 38580 12981 138809     0
SRM_1831_300s_20x20det_2_1_0.spx   10842 12204 17230 1825624 10250  2722 296941 2030890  7161   542  2684 132153  2606 15894  7485 38582 12754 138223     0
SRM_1831_300s_20x20det_2_1_1.spx   10818 11888 17236 1832771 10392  1946 298154 2031877  7368   590  2018 132399  3209 15765  7797 39259 12211 137892     0
SRM_1831_300s_20x20det_2_1_10.spx  10720 12314 17610 1827599 10089  2316 290780 2032420  7004   819  2641 131720  1964 15877  7636 39146 12324 136713     0
SRM_1831_300s_20x20det_2_1_11.spx  10654 12333 17410 1828969 10145  2349 300215 2030106  7048   555  2798 131739  1785 15630  8183 38507 12648 138250     0
SRM_1831_300s_20x20det_2_1_12.spx  10605 12241 17248 1825154 10322  2153 301410 2028888  7039   601  2766 131831  1655 15831  7111 39295 12602 137470     0
SRM_1831_300s_20x20det_2_1_13.spx  10833 12253 17430 1827436 10308  1980 293146 2029583  7184   593  2809 130898  2340 15892  8449 39451 12263 139346     0
SRM_1831_300s_20x20det_2_1_14.spx  10791 12164 17542 1828073 10245  2432 300771 2029281  7192   574  2388 131380  1977 15600  7804 39019 12869 138838     0
SRM_1831_300s_20x20det_2_1_15.spx  10890 12391 17276 1833250 10267  2318 294223 2032590  7089   666  2137 131163  3032 15607  7589 38324 12902 138322     0
SRM_1831_300s_20x20det_2_1_16.spx  10847 12425 18148 1825450 10406  2399 295764 2027962  7273   640  2321 131025  2016 15846  7086 37849 12745 136891     0
SRM_1831_300s_20x20det_2_1_17.spx  10509 12149 17338 1827396 10499  1930 292709 2025256  6991   273  2932 130955  3170 15875  7534 38719 12216 137636     0
SRM_1831_300s_20x20det_2_1_18.spx  10667 12560 17483 1827639 10571  2425 300731 2025161  7710   518  3129 131940  2341 15933  7367 38607 13387 138995     0
SRM_1831_300s_20x20det_2_1_19.spx  10885 12186 17339 1829355 10206  2207 292749 2030551  7258   580  2857 131410  1880 15761  7408 38551 12381 138634     0
SRM_1831_300s_20x20det_2_1_2.spx   11061 12287 17538 1830137 10354  2062 294845 2033857  7344   545  2367 130278  2271 16492  6840 38803 12758 137747     0
SRM_1831_300s_20x20det_2_1_3.spx   10802 12360 17712 1828576 10339  2277 295417 2028593  7054   659  2676 132467  2514 15476  7628 38646 12717 137613     0
SRM_1831_300s_20x20det_2_1_4.spx    6835  7623 10994 1154706  6511  1447 189663 1282318  4342   498  1599  83302  2036 10222  4816 24328  7399  86704     0
SRM_1831_300s_20x20det_2_1_5.spx   11265 12441 17830 1827608 10148  2033 289915 2027488  7588   740  2844 131304  1945 15768  7896 38037 12649 139912     0
SRM_1831_300s_20x20det_2_1_6.spx   10639 12502 17720 1828018 10133  2309 296945 2030624  7289   296  2241 131470  2536 16354  7912 38117 12827 137191     0
SRM_1831_300s_20x20det_2_1_7.spx   11050 12137 17498 1829697 10090  1944 296834 2031798  7443   463  2773 132163  2353 16423  7633 39112 12412 137335     0
SRM_1831_300s_20x20det_2_1_8.spx   10901 12283 17735 1830688 10473  2213 298893 2030934  6819   713  2958 132145  2652 15288  7874 38984 12674 137182     0
SRM_1831_300s_20x20det_2_1_9.spx   11210 12503 17700 1828684  9930  2174 297470 2028507  7094   288  2780 130851  1779 15490  8030 38939 12068 138314     0
SRM_1831_300s_20x20det_2_10_0.spx  10786 12223 17756 1829223 10347  2072 299417 2029688  7468   203  2784 132006  2766 16401  7459 38393 12080 138358     0
SRM_1831_300s_20x20det_2_10_1.spx  10787 12472 17816 1828893 10237  2116 299641 2030847  7205   345  2688 131733  2019 15804  7189 39173 12596 138333     0
SRM_1831_300s_20x20det_2_10_10.spx 10340 11966 16886 1798169 10388  2421 301637 2022899  7040   499  2878 131522  1843 16291  8017 39756 12937 138039     0
SRM_1831_300s_20x20det_2_10_11.spx 10832 12425 17628 1831345 10400  2167 301348 2031334  7374   272  2134 130895  1762 15396  8521 38732 12179 135602     0
SRM_1831_300s_20x20det_2_10_12.spx 10833 12424 17449 1830137  9918  2228 300573 2032028  7352  1038  2722 131692  2167 15441  8338 38628 12347 136861     0
SRM_1831_300s_20x20det_2_10_13.spx 10783 12361 17638 1828062 10228  2521 303405 2029064  7203   359  2394 132446  2333 15668  8115 39547 12716 137882     0
SRM_1831_300s_20x20det_2_10_14.spx 10788 12259 17264 1827651  9983  2423 302476 2030500  7096   379  2794 131618  1879 15750  7365 38850 12270 138515     0
SRM_1831_300s_20x20det_2_10_15.spx 11088 12290 17757 1834006 10441  2537 302835 2033143  7142   671  2560 131918  2525 15498  7259 38207 11952 137877     0
SRM_1831_300s_20x20det_2_10_16.spx 11136 12698 17784 1831920 10066  2463 300811 2028660  7035   558  2628 132038  2233 15969  7403 39395 11905 138093     0
SRM_1831_300s_20x20det_2_10_17.spx 10980 12444 17655 1826399 10183  2154 301669 2028426  7218   462  2475 130931  3189 16811  8645 39488 12083 138005     0
SRM_1831_300s_20x20det_2_10_18.spx 10744 12604 17347 1829674 10092  2378 305173 2031772  7421   384  2517 131592  2193 16501  7742 38992 12517 138888     0
SRM_1831_300s_20x20det_2_10_19.spx 10801 12355 17487 1829239 10271  2434 297021 2032658  7411   329  2534 131554  2166 16520  7866 38917 12698 138911     0
SRM_1831_300s_20x20det_2_10_2.spx  10731 12687 17439 1833024 10355  2199 304827 2033453  7383   780  2777 131920  2275 16217  7408 37559 12545 138024     0
SRM_1831_300s_20x20det_2_10_3.spx  10922 12177 17520 1832102 10284  2253 305963 2027676  7255   491  2391 132217  1310 15031  8026 38794 12082 137751     0
SRM_1831_300s_20x20det_2_10_4.spx  10742 12287 17794 1831580 10503  2385 299037 2030302  7224   282  3067 132262  2187 15739  8133 38927 12847 138106     0
SRM_1831_300s_20x20det_2_10_5.spx  11113 12320 17786 1831587 10045  1776 299257 2031639  7348   380  2391 131347  2040 15842  7963 38514 12690 137126     0
SRM_1831_300s_20x20det_2_10_6.spx  10786 12024 17576 1829755 10238  2183 306444 2027688  7230   621  2573 131983  2023 15573  7747 38846 12759 137245     0
SRM_1831_300s_20x20det_2_10_7.spx  10786 12246 17501 1831430 10367  2223 298126 2031851  6836   466  3050 131638  2252 16280  7202 39133 13391 137088     0
SRM_1831_300s_20x20det_2_10_8.spx  10936 12292 17967 1830092 10219  2487 298308 2030839  7324   704  3382 131730  2252 15394  8544 39397 12663 138135     0
SRM_1831_300s_20x20det_2_10_9.spx   6710  7801 10889 1142248  6424  1341 192956 1267573  4473   284  1377  81469  1344  9739  5346 23947  7908  85751     0
SRM_1831_300s_20x20det_2_11_0.spx  10866 12250 17829 1824735 10231  2326 293131 2025736  7268   451  2295 130882  2784 15619  8327 38810 12301 139385     0
SRM_1831_300s_20x20det_2_11_1.spx  11083 12407 17850 1827766 10426  1996 306733 2028751  6981   784  2268 131036  2363 16053  7663 38443 12680 138328     0
SRM_1831_300s_20x20det_2_11_10.spx 10618 12331 17435 1832734 10245  2374 303550 2032042  7529    21  2649 131367  2509 16890  7496 39513 12757 138163     0
SRM_1831_300s_20x20det_2_11_11.spx 10839 12225 17536 1832095 10307  2275 298229 2031777  7372   742  2720 131357  2313 15283  8706 38477 12361 137191     0
SRM_1831_300s_20x20det_2_11_12.spx 10913 12593 17452 1831656 10165  2124 299543 2031621  7321   493  2408 131625  2024 16123  8187 38371 12126 137403     0
SRM_1831_300s_20x20det_2_11_13.spx 11025 12354 17582 1829577 10470  2006 299992 2032831  7446   413  1958 131979  2174 15581  8194 39318 13007 137584     0
SRM_1831_300s_20x20det_2_11_14.spx 10595 12089 17698 1831585  9920  2210 303182 2034102  7415   492  3234 131767  3088 15997  8253 38898 13033 137763     0
SRM_1831_300s_20x20det_2_11_15.spx 10722 12329 17450 1832280 10048  2002 300345 2034253  7030   789  2895 131140  1248 15973  7813 38422 11690 138530     0
SRM_1831_300s_20x20det_2_11_16.spx  4898  5633  8127  856152  4887  1167 138782  951063  3387   116  1346  61754  1297  7298  3402 18098  5802  64500     0
SRM_1831_300s_20x20det_2_11_17.spx 10773 12288 17375 1823338 10267  2128 295708 2031576  6969   581  2832 132116  2055 16051  8278 38202 12054 137466     0
SRM_1831_300s_20x20det_2_11_18.spx 10775 12477 17454 1831375 10371  2389 304394 2027726  7132   866  2538 131549  2035 16431  8053 39330 12220 137528     0
SRM_1831_300s_20x20det_2_11_19.spx 10951 12349 17519 1827040 10259  2290 302666 2031750  7315   376  3117 131193  1977 15983  7986 38895 13120 137848     0
SRM_1831_300s_20x20det_2_11_2.spx  10754 12174 17750 1829126 10247  2128 299544 2029987  7169   801  2945 132756  2277 16202  7779 39060 12602 138544     0
SRM_1831_300s_20x20det_2_11_3.spx   3589  4130  5836  608886  3330   741  98332  674929  2385     0  1006  43743   534  5419  2373 12741  3794  45177     0
SRM_1831_300s_20x20det_2_11_4.spx  10937 12214 17707 1827853 10539  2069 302349 2030548  7378   351  2817 131261  2077 15656  7908 39060 12460 137458     0
SRM_1831_300s_20x20det_2_11_5.spx  11089 12423 17628 1832146 10276  2435 297346 2031613  7134   538  2740 131562  2234 15382  7560 38720 13197 138781     0
SRM_1831_300s_20x20det_2_11_6.spx  11038 12243 17668 1830143 10200  2378 303638 2031510  7477   550  2544 130920  2285 16044  7664 38368 11495 137916     0
SRM_1831_300s_20x20det_2_11_7.spx  10684 12420 17617 1833999 10256  2206 301032 2029992  6984   495  2865 130926  1847 16477  8686 39422 12572 137224     0
SRM_1831_300s_20x20det_2_11_8.spx  10578 12057 17440 1829058 10065  2251 299797 2030591  7451   424  2598 131632  2454 15352  7232 39022 12537 137785     0
SRM_1831_300s_20x20det_2_11_9.spx   6486  7298 10545 1099093  6089  1143 183723 1218589  4556   285  1490  79150  1066  9705  4741 23493  7435  82180     0
SRM_1831_300s_20x20det_2_12_0.spx  10948 12509 17565 1830581 10153  2412 303505 2031217  7335   369  2967 131640  2059 15656  7801 37586 12795 137965     0
SRM_1831_300s_20x20det_2_12_1.spx   4473  5238  7337  767586  4309   961 128161  852017  3022   171  1187  54388   682  6667  3142 15979  5243  57680     0
SRM_1831_300s_20x20det_2_12_10.spx 10838 12511 17529 1834031 10050  2160 302150 2033067  7393   374  2755 131513  1837 15499  8196 38970 12444 138229     0
SRM_1831_300s_20x20det_2_12_11.spx 11101 12474 17292 1827021  9873  2345 299915 2030127  7132   499  2502 131565  1898 16409  7798 39267 12407 136831     0
SRM_1831_300s_20x20det_2_12_12.spx 10823 12621 17617 1826380 10167  2045 296227 2027343  7274   563  2490 131774  2555 15154  8496 39134 13167 137459     0
SRM_1831_300s_20x20det_2_12_13.spx 10588 12424 17652 1831190 10360  2349 306268 2032592  7079   718  2499 130667  2449 15779  7717 39512 12169 138235     0
SRM_1831_300s_20x20det_2_12_14.spx 10925 12340 17962 1830802 10123  2499 301692 2032192  7169   617  2709 130533  2111 15399  7846 39688 13080 136556     0
SRM_1831_300s_20x20det_2_12_15.spx 10831 12484 17532 1826815 10496  2323 303317 2030378  7369   542  2842 132005  2486 15991  8511 38919 11869 137171     0
SRM_1831_300s_20x20det_2_12_16.spx 10846 12312 17322 1827291  9837  2311 302600 2029702  7189   543  2810 131486  2201 15717  7469 38658 11796 138232     0
SRM_1831_300s_20x20det_2_12_17.spx 10953 12284 17948 1830237  9987  2085 297346 2027520  7119   547  2808 132106  2204 16582  8228 39301 12433 137440     0
SRM_1831_300s_20x20det_2_12_18.spx 11117 12530 17141 1829314 10132  2227 299656 2030730  7471   602  2887 132455  2281 16704  8869 38561 12974 137570     0
SRM_1831_300s_20x20det_2_12_19.spx  8162  9062 12808 1364081  7370  1634 224124 1513657  5279   421  1937  98418   994 11436  5293 28535  9949 102649     0
SRM_1831_300s_20x20det_2_12_2.spx  10534 12440 18038 1830981 10240  1960 295095 2032420  7336   581  2413 131453  1982 15870  6967 38231 12470 137891     0
SRM_1831_300s_20x20det_2_12_3.spx  10952 12576 17979 1830253 10288  2221 291845 2030276  7332   541  2256 131392  2735 15599  7479 38234 12267 137931     0
SRM_1831_300s_20x20det_2_12_4.spx  10692 12472 17896 1832214 10341  2305 292700 2031142  7027   703  3214 132202  1964 16193  7609 38760 12294 138421     0
SRM_1831_300s_20x20det_2_12_5.spx   7290  8482 12257 1273830  7300  1681 205965 1415209  5099   562  1978  91974  1892 11362  4821 27128  8412  95131     0
SRM_1831_300s_20x20det_2_12_6.spx  11024 12757 17805 1827131 10272  2565 301605 2029070  6878   662  2624 131580  1750 16182  7458 39274 12209 137878     0
SRM_1831_300s_20x20det_2_12_7.spx  10659 12361 17731 1829264  9958  2030 299357 2028146  7145   427  2823 131524  2658 16008  7889 39047 12632 137143     0
SRM_1831_300s_20x20det_2_12_8.spx  10714 12141 17462 1831925 10118  2359 305059 2031303  7318   732  2826 132445  2613 15401  7726 39317 12411 139564     0
SRM_1831_300s_20x20det_2_12_9.spx  10693 12642 17726 1831758 10401  2691 299211 2029413  7477   587  2748 131733  2483 15746  8081 38566 12416 137984     0
SRM_1831_300s_20x20det_2_13_0.spx   5143  5738  8298  887858  4755   823 141934  984525  3557   373  1194  63732   696  7256  3414 18145  5838  66692     0
SRM_1831_300s_20x20det_2_13_1.spx  10779 12453 17885 1828730  9935  2081 298858 2027332  7700   533  2436 130862  1938 16310  7606 38927 12514 138193     0
SRM_1831_300s_20x20det_2_13_10.spx 10963 12535 17802 1834896 10182  2649 306830 2034083  7263   145  2810 131925  2184 16099  7183 38904 12705 137086     0
SRM_1831_300s_20x20det_2_13_11.spx 10877 12399 17399 1835219 10560  2574 301673 2034966  7211   596  2892 132651  2227 16099  7989 39081 12908 138800     0
SRM_1831_300s_20x20det_2_13_12.spx 10642 12271 17514 1825069 10227  2401 298962 2031440  6959   748  3005 131195  2594 15440  7740 38444 13295 139549     0
SRM_1831_300s_20x20det_2_13_13.spx 10658 12164 17590 1834377 10048  2599 303853 2034221  7106   293  2442 130910  2123 15605  7718 39215 11944 137557     0
SRM_1831_300s_20x20det_2_13_14.spx 10933 12327 17222 1832409 10480  2015 305923 2032160  7675  1064  2623 132318  1922 14991  7917 39486 12264 138120     0
SRM_1831_300s_20x20det_2_13_15.spx 10731 12293 17955 1833521 10267  2302 301225 2032900  7036   721  2954 132370  2116 15046  7710 39245 13008 137814     0
SRM_1831_300s_20x20det_2_13_16.spx 10812 12360 17504 1833810 10482  1994 294974 2032912  7135   593  2853 131952  2679 17139  7788 38083 13505 137868     0
SRM_1831_300s_20x20det_2_13_17.spx 10811 12247 17517 1832354 10283  2436 295343 2030929  7449   656  2708 131550  2746 16354  9048 40007 13321 137604     0
SRM_1831_300s_20x20det_2_13_18.spx 10917 12700 17709 1834645 10060  2441 291465 2032025  7196   787  2601 131635  2614 16208  7699 38672 12292 138759     0
SRM_1831_300s_20x20det_2_13_19.spx 11000 12369 17602 1833765 10285  2163 304871 2033449  7235   901  3050 131647  2285 15966  8097 39462 11877 139038     0
SRM_1831_300s_20x20det_2_13_2.spx  10843 12476 17742 1830392 10399  2250 294672 2028736  7096   632  3174 132187  2841 15426  8155 38961 12013 137879     0
